########## Scenario Component Metadata ##########
#Scenario component type: Market Share
#Type: HDV-EV
#Subset: trn_freight_road : Light truck : BEV : million ton-km;
#Superset: trn_freight_road : Light truck : BEV : million ton-km;trn_freight_road : Light truck : FCEV : million ton-km;trn_freight_road : Light truck : Hybrid Liquids : million ton-km;trn_freight_road : Light truck : Liquids : million ton-km;trn_freight_road : Light truck : NG : million ton-km;
#Applied to: New Purchases
#Treatment: Across Selected Regions
#Constraint: Lower
#Policy name: HDV-EV_New_Reg10
#Market name: HDV-EV_New_Reg_Mkt10
#Regions: AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,USA
#Table data:2025 , 0.0833
#Table data:2030 , 0.167
#Table data:2035 , 0.250
#Table data:2040 , 0.333
#Table data:2045 , 0.417
#Table data:2050 , 0.500
#Table data:2055 , .5
#################################################
INPUT_TABLE
Variable ID
GLIMPSEPFStdActivate

region,policy,market,type,year,constrained
CT,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
CT,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
CT,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
CT,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
CT,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
CT,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
CT,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
DC,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
DC,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
DC,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
DC,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
DC,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
DC,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
DC,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
DE,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
DE,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
DE,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
DE,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
DE,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
DE,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
DE,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
FL,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
FL,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
FL,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
FL,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
FL,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
FL,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
FL,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
GA,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
GA,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
GA,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
GA,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
GA,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
GA,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
GA,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
HI,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
HI,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
HI,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
HI,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
HI,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
HI,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
HI,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
IA,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
IA,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
IA,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
IA,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
IA,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
IA,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
IA,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
ID,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
ID,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
ID,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
ID,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
ID,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
ID,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
ID,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
IL,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
IL,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
IL,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
IL,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
IL,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
IL,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
IL,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
IN,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
IN,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
IN,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
IN,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
IN,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
IN,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
IN,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
KS,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
KS,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
KS,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
KS,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
KS,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
KS,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
KS,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
KY,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
KY,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
KY,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
KY,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
KY,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
KY,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
KY,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
LA,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
LA,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
LA,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
LA,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
LA,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
LA,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
LA,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
MA,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
MA,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
MA,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
MA,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
MA,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
MA,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
MA,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
MD,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
MD,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
MD,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
MD,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
MD,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
MD,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
MD,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
ME,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
ME,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
ME,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
ME,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
ME,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
ME,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
ME,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
MI,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
MI,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
MI,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
MI,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
MI,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
MI,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
MI,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
MN,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
MN,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
MN,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
MN,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
MN,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
MN,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
MN,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
MO,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
MO,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
MO,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
MO,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
MO,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
MO,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
MO,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
MS,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
MS,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
MS,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
MS,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
MS,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
MS,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
MS,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
MT,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
MT,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
MT,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
MT,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
MT,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
MT,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
MT,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
NC,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
NC,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
NC,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
NC,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
NC,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
NC,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
NC,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
ND,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
ND,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
ND,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
ND,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
ND,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
ND,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
ND,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
NE,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
NE,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
NE,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
NE,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
NE,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
NE,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
NE,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
NH,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
NH,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
NH,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
NH,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
NH,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
NH,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
NH,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
NJ,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
NJ,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
NJ,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
NJ,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
NJ,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
NJ,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
NJ,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
NM,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
NM,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
NM,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
NM,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
NM,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
NM,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
NM,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
NV,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
NV,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
NV,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
NV,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
NV,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
NV,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
NV,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
NY,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
NY,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
NY,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
NY,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
NY,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
NY,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
NY,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
OH,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
OH,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
OH,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
OH,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
OH,HDV-EV_New_Reg10-2045,HDV-EV_New_Reg_Mkt10-2045,RES,2045,1
OH,HDV-EV_New_Reg10-2050,HDV-EV_New_Reg_Mkt10-2050,RES,2050,1
OH,HDV-EV_New_Reg10-2055,HDV-EV_New_Reg_Mkt10-2055,RES,2055,1
OK,HDV-EV_New_Reg10-2025,HDV-EV_New_Reg_Mkt10-2025,RES,2025,1
OK,HDV-EV_New_Reg10-2030,HDV-EV_New_Reg_Mkt10-2030,RES,2030,1
OK,HDV-EV_New_Reg10-2035,HDV-EV_New_Reg_Mkt10-2035,RES,2035,1
OK,HDV-EV_New_Reg10-2040,HDV-EV_New_Reg_Mkt10-2040,RES,2040,1
