########## Scenario Component Metadata ##########
#Scenario component type: Market Share
#Type: EV passenger cars and trucks
#Subset: trn_pass_road_LDV_4W : Car : BEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Car : FCEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Large Car and Truck : BEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Large Car and Truck : FCEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Mini Car : BEV : million pass-km : Trn-Onroad;
#Superset: trn_pass_road_LDV_4W : Car : BEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Car : FCEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Car : Hybrid Liquids : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Car : Liquids : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Car : NG : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Large Car and Truck : BEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Large Car and Truck : FCEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Large Car and Truck : Hybrid Liquids : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Large Car and Truck : Liquids : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Large Car and Truck : NG : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Mini Car : BEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Mini Car : FCEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Mini Car : Hybrid Liquids : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Mini Car : Liquids : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Mini Car : NG : million pass-km : Trn-Onroad;
#Applied to: New Purchases
#Treatment: Across Selected Regions
#Constraint: Lower
#Policy name: EV-passenger-cars-and-trucks_New_Reg1701350367823
#Market name: EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823
#Regions: AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,USA
#Table data:2025   ,   .25
#Table data:2030   , .66
#Table data:2035   ,   1.00
#Table data:2040   ,   1.00
#Table data:2045   ,   1.00
#Table data:2050   ,   1.00
#################################################
INPUT_TABLE
Variable ID
GLIMPSEPFStdActivate

region,policy,market,type,year,constrained
FL,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2035,RES,2035,1
FL,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2040,RES,2040,1
FL,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2045,RES,2045,1
FL,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2050,RES,2050,1
GA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2025,RES,2025,1
GA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2030,RES,2030,1
GA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2035,RES,2035,1
GA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2040,RES,2040,1
GA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2045,RES,2045,1
GA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2050,RES,2050,1
HI,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2025,RES,2025,1
HI,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2030,RES,2030,1
HI,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2035,RES,2035,1
HI,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2040,RES,2040,1
HI,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2045,RES,2045,1
HI,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2050,RES,2050,1
IA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2025,RES,2025,1
IA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2030,RES,2030,1
IA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2035,RES,2035,1
IA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2040,RES,2040,1
IA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2045,RES,2045,1
IA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2050,RES,2050,1
ID,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2025,RES,2025,1
ID,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2030,RES,2030,1
ID,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2035,RES,2035,1
ID,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2040,RES,2040,1
ID,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2045,RES,2045,1
ID,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2050,RES,2050,1
IL,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2025,RES,2025,1
IL,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2030,RES,2030,1
IL,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2035,RES,2035,1
IL,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2040,RES,2040,1
IL,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2045,RES,2045,1
IL,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2050,RES,2050,1
IN,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2025,RES,2025,1
IN,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2030,RES,2030,1
IN,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2035,RES,2035,1
IN,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2040,RES,2040,1
IN,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2045,RES,2045,1
IN,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2050,RES,2050,1
KS,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2025,RES,2025,1
KS,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2030,RES,2030,1
KS,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2035,RES,2035,1
KS,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2040,RES,2040,1
KS,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2045,RES,2045,1
KS,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2050,RES,2050,1
KY,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2025,RES,2025,1
KY,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2030,RES,2030,1
KY,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2035,RES,2035,1
KY,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2040,RES,2040,1
KY,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2045,RES,2045,1
KY,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2050,RES,2050,1
LA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2025,RES,2025,1
LA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2030,RES,2030,1
LA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2035,RES,2035,1
LA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2040,RES,2040,1
LA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2045,RES,2045,1
LA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2050,RES,2050,1
MA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2025,RES,2025,1
MA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2030,RES,2030,1
MA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2035,RES,2035,1
MA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2040,RES,2040,1
MA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2045,RES,2045,1
MA,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2050,RES,2050,1
MD,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2025,RES,2025,1
MD,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2030,RES,2030,1
MD,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2035,RES,2035,1
MD,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2040,RES,2040,1
MD,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2045,RES,2045,1
MD,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2050,RES,2050,1
ME,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2025,RES,2025,1
ME,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2030,RES,2030,1
ME,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2035,RES,2035,1
ME,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2040,RES,2040,1
ME,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2045,RES,2045,1
ME,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2050,RES,2050,1
MI,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2025,RES,2025,1
MI,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2030,RES,2030,1
MI,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2035,RES,2035,1
MI,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2040,RES,2040,1
MI,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2045,RES,2045,1
MI,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2050,RES,2050,1
MN,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2025,RES,2025,1
MN,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2030,RES,2030,1
MN,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2035,RES,2035,1
MN,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2040,RES,2040,1
MN,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2045,RES,2045,1
MN,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2050,RES,2050,1
MO,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2025,RES,2025,1
MO,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2030,RES,2030,1
MO,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2035,RES,2035,1
MO,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2040,RES,2040,1
MO,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2045,RES,2045,1
MO,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823-2050,RES,2050,1
